elm_loc_name,elm_Ka,elm_Ke,elm_Kf,elm_Ta,elm_Te,elm_Tf,elm_Tr,elm_Vrmax,elm_Vrmin,elm_E1,elm_E2,elm_Se1,elm_Se2,con_gen
IEEET1_gen_1002_1,410.236425418407,0.978313231701031,0.0384163624867797,0.04925586465979,0.956802078469191,0.416739941947162,0.0,3.34788202880882,-3.6484926072415,2.50440447583748,4.28437220281921,0.0336525934559759,0.488432303469162,gen_1002_1.ElmSym
IEEET1_gen_1003_2,415.568558759987,1.0149357827846,0.0414965674839914,0.0498421972198412,0.909869783460162,0.392397149484605,0.0,3.38732133307494,-3.56103539899923,2.49504568982311,4.35499007483013,0.0349891163758002,0.485413360920735,gen_1003_2.ElmSym
IEEET1_gen_1004_3,417.973811905831,0.950587566336617,0.0399816460199654,0.0512366668391041,0.936019780386705,0.405017067287117,0.0,3.61499707186595,-3.37174507002346,2.55689968721895,4.60442286052275,0.0342482060964685,0.464590114140883,gen_1004_3.ElmSym
IEEET1_gen_1005_4,407.278893664479,1.03157553658821,0.0406440143473446,0.0481253423937596,0.975480470934417,0.387989695612341,0.0,3.40845511397347,-3.62262035433669,2.43955940413428,4.57721359308343,0.0346259206100367,0.454765305375215,gen_1005_4.ElmSym
IEEET1_gen_1012_1,416.707451306283,0.987422394379973,0.0418166978545487,0.0483598643541336,0.921280816250946,0.407674134895206,0.0,3.41578906085342,-3.54613876696676,2.48040869422164,4.38865297415759,0.0357019829601049,0.457072504531592,gen_1012_1.ElmSym
IEEET1_gen_1013_1,383.232027180493,1.00854734145105,0.0398462995346636,0.0518418593890965,0.990039492242504,0.415318514592946,0.0,3.64521443077829,-3.35783400116488,2.42974822431244,4.72350719142705,0.0336777892326936,0.463397090323269,gen_1013_1.ElmSym
IEEET1_gen_1014_1,405.730183832347,0.984005276486278,0.0401932295355946,0.0513058608421125,0.937627278978471,0.385050551369786,0.0,3.4688323801849,-3.66424312093295,2.44532156349998,4.47940269629471,0.034161239492707,0.448357616647612,gen_1014_1.ElmSym
IEEET1_gen_1017_1,415.032962523401,0.975046257814392,0.0417981324400753,0.0497812783927657,0.940812324811704,0.39625544546172,0.0,3.45192121560685,-3.52378245373257,2.51622961882083,4.63684695563279,0.0360738295335323,0.458796450366732,gen_1017_1.ElmSym
IEEET1_gen_1018_2,413.461538366973,0.974581190431491,0.0413608197551221,0.0478006789670326,0.990110709297005,0.397948993016034,0.0,3.42016747472808,-3.38640509471297,2.59269110110309,4.50543993688188,0.0363344120818656,0.454332621984649,gen_1018_2.ElmSym
IEEET1_gen_1019_3,383.118968810886,1.04488886906765,0.0404564874768257,0.0511837596748956,0.990416964024771,0.406177894007415,0.0,3.63007317108568,-3.36039008114021,2.55218730689492,4.54660906833596,0.0358856917852536,0.466341515648179,gen_1019_3.ElmSym
IEEET1_gen_1020_4,389.181474857032,1.00203651473857,0.0394835720919073,0.0497322159120813,0.939045969084836,0.40350674899295,0.0,3.64282136599068,-3.56450443798676,2.41782301503001,4.39307110004593,0.0337305971768219,0.473933613853995,gen_1020_4.ElmSym
IEEET1_gen_1022_1,384.474068749696,1.02795347147621,0.0411480246409774,0.0476130030257627,0.965212989477441,0.385769432876259,0.0,3.57968972027302,-3.63235208676197,2.54981608688412,4.47913170182146,0.0356404071419965,0.465861881318502,gen_1022_1.ElmSym
IEEET1_gen_1030_4,414.253115411848,0.983755311463028,0.0412965282108635,0.0491985892667435,0.940417166703846,0.38206526376307,0.0,3.42597460453398,-3.50277531789616,2.51335849909345,4.71526648099534,0.0352554803276435,0.470443852492142,gen_1030_4.ElmSym
IEEET1_gen_1031_1,395.550652258098,0.989472338976338,0.04022249160707,0.0502559816977009,0.955067152476404,0.408421193677932,0.0,3.58740083018784,-3.42073714118451,2.34677410905762,4.58372950272169,0.034844960863702,0.447190306785982,gen_1031_1.ElmSym
IEEET1_gen_1038_1,390.746445152909,0.969055704586208,0.0396502285767347,0.05230639816029,0.949227838499937,0.39714734070003,0.0,3.53322380878963,-3.44817601335235,2.4419820796689,4.43252035675105,0.0351509031690657,0.483596841057762,gen_1038_1.ElmSym
IEEET1_gen_1039_2,400.999052841216,1.0021743663121,0.0389954667557031,0.0485007050633431,0.912510573135223,0.384423977266997,0.0,3.41746801165864,-3.39949799163733,2.4111443732148,4.38134491494857,0.0343919426142238,0.474641667887568,gen_1039_2.ElmSym
IEEET1_gen_1040_3,414.390428289771,0.998627611109987,0.038038201181218,0.0504759342153557,0.99712172322208,0.407039668578655,0.0,3.52899225570727,-3.52721257959492,2.34708311766945,4.41467374451458,0.0335258450456895,0.490169015192427,gen_1040_3.ElmSym
IEEET1_gen_1041_4,401.701674796641,0.993159535294399,0.0408178177941591,0.0489275195030495,0.981740130442194,0.405709043275565,0.0,3.46984875532798,-3.45529165326152,2.42641383947432,4.29426976845134,0.0345624169283546,0.488328620088752,gen_1041_4.ElmSym
IEEET1_gen_1042_5,413.012829925865,0.973986737569794,0.0396587108392268,0.0490582601469941,0.952354067449924,0.408851089607924,0.0,3.53317392603494,-3.36666471655481,2.4332790341326,4.36621951754205,0.0358353754363488,0.467911274396349,gen_1042_5.ElmSym
IEEET1_gen_1043_6,381.28191081807,1.0481494017411,0.0410170058850199,0.0487037040875293,0.976937489088159,0.416275307368487,0.0,3.39897794227581,-3.40507824197412,2.42629864849383,4.33843032026198,0.0345257612054702,0.491585875221528,gen_1043_6.ElmSym
IEEET1_gen_1044_1,396.151439938694,1.04964520377107,0.0398495390545577,0.0517150367284194,0.912186772536952,0.381000627409667,0.0,3.39005059909541,-3.51386920120567,2.58541697634198,4.64687346552964,0.0334308026083745,0.462919511337299,gen_1044_1.ElmSym
IEEET1_gen_1058_1,418.225024342537,0.961006546160206,0.0404550746306777,0.0479604046954773,0.952932410044596,0.405829527229071,0.0,3.50472002853639,-3.49847722568084,2.39868050821172,4.69098277499434,0.0338654009664897,0.479933592543937,gen_1058_1.ElmSym
IEEET1_gen_1059_1,406.769601479173,0.961522586131468,0.0391951362993568,0.0491562340012752,0.978219355193432,0.403199501112103,0.0,3.4498745020479,-3.65238332829904,2.40748008139292,4.49059784864075,0.035886014609132,0.448953803154174,gen_1059_1.ElmSym
IEEET1_gen_1060_2,398.232506867498,0.951083363033831,0.0384786473866552,0.049878229550086,0.912014371240511,0.391791959535331,0.0,3.61476859941613,-3.60777360033244,2.43268151731743,4.38372392538004,0.0354713149040472,0.45545482369326,gen_1060_2.ElmSym
IEEET1_gen_1067_1,394.467072430998,1.03514526151121,0.0403299549017102,0.0517574365064502,0.910001875474118,0.395261374376714,0.0,3.44517930503935,-3.43294206920546,2.39502260922408,4.57257949991617,0.0359954729024321,0.47339301604405,gen_1067_1.ElmSym
IEEET1_gen_1068_2,418.346056956798,1.03857487766072,0.0413648514244705,0.0490814965637401,0.925845357878134,0.412302347812802,0.0,3.4703518233262,-3.66505763637833,2.44488870946784,4.56601249482483,0.0365602388326079,0.455045950191561,gen_1068_2.ElmSym
IEEET1_gen_1069_1,394.090736266226,0.967429659236222,0.0408590964581817,0.0487173572811298,0.931480619148351,0.418170357365161,0.0,3.49666650469881,-3.62800740255043,2.40766023381054,4.4556958171539,0.0357171999954153,0.455858230993152,gen_1069_1.ElmSym
IEEET1_gen_1070_1,396.78636867553,0.990846760291606,0.0416503968350589,0.0479447938944213,0.963581644752994,0.389773221295327,0.0,3.65697253684048,-3.45048993956298,2.36826925697457,4.59537671729922,0.036635429126909,0.44981160930125,gen_1070_1.ElmSym
IEEET1_gen_1071_1,413.731670957059,0.95417673708871,0.0403126814812422,0.0511579549242742,0.91841089155525,0.401753627583385,0.0,3.37607591254637,-3.59325120418798,2.41118818105431,4.35749089505989,0.0361997350151651,0.49198990104394,gen_1071_1.ElmSym
IEEET1_gen_1072_1,383.868850283325,1.01738135833293,0.0419805500730872,0.0492152959224768,0.937531890643295,0.382105978485197,0.0,3.5804300509626,-3.60509473534767,2.36124585033674,4.70537228593603,0.0338458943311125,0.457855326384306,gen_1072_1.ElmSym
IEEET1_gen_1074_2,380.019381642342,1.00325662894174,0.0414107892196625,0.0524809143505991,0.90587523046881,0.401969304475933,0.0,3.48741521420889,-3.52736645233817,2.39459343899926,4.61299950128887,0.0356567104340065,0.482415456017014,gen_1074_2.ElmSym
IEEET1_gen_1075_3,417.89172410965,1.01997199701145,0.0417763391137123,0.0482215750985779,0.98098065382801,0.41339516626671,0.0,3.42932935880963,-3.59486704270821,2.39565367769357,4.6014001383679,0.0342962757868227,0.473720851714723,gen_1075_3.ElmSym
IEEET1_gen_1078_6,396.774083767086,1.01249708710238,0.0397060603760183,0.0489343562512659,0.933028864362277,0.399958421234041,0.0,3.54613453808706,-3.57300760825165,2.55821036948776,4.35150781965349,0.0339494363700505,0.472096795680001,gen_1078_6.ElmSym
IEEET1_gen_1079_7,399.182720780373,0.980671037035063,0.0393644118066877,0.0505089840292931,0.928578820482362,0.396315220613033,0.0,3.4207396163838,-3.6641907118028,2.37354702592641,4.45826357672922,0.0353648492924403,0.476964574246202,gen_1079_7.ElmSym
IEEET1_gen_1080_8,393.831762708723,0.984711208567023,0.0410170531179756,0.0509846810740419,0.903893282865174,0.415436654184014,0.0,3.36212092963979,-3.48459891462699,2.37398233398981,4.43038324113004,0.0362725722745527,0.4736809896552,gen_1080_8.ElmSym
IEEET1_gen_1081_5,390.944454129785,1.01092430041172,0.0383606252316386,0.0512681769067422,0.908307881986257,0.389524978064001,0.0,3.51358118837234,-3.34980427392293,2.55004738496616,4.2847601644462,0.0367252688067965,0.459915986744687,gen_1081_5.ElmSym
IEEET1_gen_1082_6,410.456416215748,0.968599583208561,0.0380594852734357,0.0506061736750416,0.932231320305727,0.400569928325713,0.0,3.51541788859759,-3.47833700904157,2.5161818305417,4.61834354815073,0.0335728539403062,0.469034290770534,gen_1082_6.ElmSym
IEEET1_gen_1084_1,400.367367565632,0.963736695377156,0.0390792089123279,0.0493219599453732,0.917814227424096,0.395564296431839,0.0,3.64032374110538,-3.39468453610316,2.40581105224602,4.53226147068199,0.0333124130505603,0.469245028622448,gen_1084_1.ElmSym
IEEET1_gen_1085_2,385.603979080915,1.01281394134276,0.041992243828252,0.052431665903423,0.945462855165824,0.415999632831663,0.0,3.53629974711221,-3.48022176858503,2.56672143688099,4.50978180337697,0.0346208642376587,0.448625547292642,gen_1085_2.ElmSym
IEEET1_gen_2003_7,407.255866676569,1.0065824684687,0.0399302981439978,0.0484615972475149,0.933520189921837,0.400256351772696,0.0,3.46978770394344,-3.42683958588168,2.37674938742537,4.3811088336166,0.0340601687398739,0.477136495427228,gen_2003_7.ElmSym
IEEET1_gen_2004_8,402.846404928714,1.03211702811532,0.0386859567854553,0.0521860816050321,0.929347861579154,0.38254467792809,0.0,3.66269314468373,-3.57928839034867,2.40949171922868,4.30808589267544,0.0347706970309373,0.489219577388372,gen_2004_8.ElmSym
IEEET1_gen_2010_1,400.93468401581,1.02858971389942,0.039964614322409,0.0495846865558997,0.994421380811836,0.382515085730702,0.0,3.36007095514797,-3.55767064320389,2.58460384223983,4.46168820841704,0.0346202335630078,0.476402627418283,gen_2010_1.ElmSym
IEEET1_gen_2011_2,388.29036610201,1.00765446987934,0.0391515144072473,0.0478545941715129,0.980226618112065,0.416131104324013,0.0,3.46664593529422,-3.45636691246182,2.37651006945968,4.70980622365605,0.0348420588697773,0.46618200179562,gen_2011_2.ElmSym
IEEET1_gen_2012_1,408.978093713522,1.04541624779813,0.0419785850886256,0.0487134220823646,0.913459348080214,0.392983030080795,0.0,3.49178632325493,-3.54579765754752,2.41670173989935,4.55669732771348,0.0353001459580846,0.477174352699891,gen_2012_1.ElmSym
IEEET1_gen_2014_1,411.853576581925,0.985071292938664,0.0380081268846989,0.0490652573527768,0.992499923342839,0.397637070622295,0.0,3.65216878897045,-3.38821563250385,2.57379688046034,4.49960231578443,0.0337455505912658,0.477564996344037,gen_2014_1.ElmSym
IEEET1_gen_2015_1,414.759807288647,1.04474686919712,0.0402059583589435,0.0487456399924122,0.991779505186714,0.403241055663675,0.0,3.55327052688226,-3.45146475068759,2.51226414734032,4.58426171082538,0.0338020706335083,0.491160253921989,gen_2015_1.ElmSym
IEEET1_gen_2016_2,416.584347113967,0.969013053644448,0.0396346785705537,0.0504937102855183,0.979305556393228,0.390366711206734,0.0,3.66553060170263,-3.3333576984005,2.59014370347839,4.29026383983437,0.0360484196725301,0.460710917968769,gen_2016_2.ElmSym
IEEET1_gen_2021_14,399.14591383189,1.04094908679835,0.0407853317130357,0.0477101626526564,0.924956508460455,0.397692879643291,0.0,3.52941352673806,-3.66592115366366,2.37173156164261,4.55617379425093,0.0354953111470677,0.477762379528489,gen_2021_14.ElmSym
IEEET1_gen_2024_2,405.818629320711,0.97932539312169,0.0398371109534055,0.0495439106971025,0.973064662879333,0.387642060462385,0.0,3.54169696455356,-3.65279552191496,2.38125141979754,4.33116224692203,0.0339296291887295,0.465258688661735,gen_2024_2.ElmSym
IEEET1_gen_2028_6,401.380256898701,0.999133378034458,0.038371962942183,0.0506875473656692,0.937638304149732,0.400537105146795,0.0,3.44123609140515,-3.54630001478363,2.47088945429027,4.68009929344989,0.0361114692487754,0.465958213317674,gen_2028_6.ElmSym
IEEET1_gen_2030_8,392.175726201385,0.956059548212215,0.0399882229734212,0.04862048514653,0.973899427577853,0.413967009987682,0.0,3.35463670832105,-3.36318378758151,2.54953973002313,4.51401770627126,0.0360503863485064,0.486909806333017,gen_2030_8.ElmSym
IEEET1_gen_2036_1,402.303785607219,1.00553580983542,0.0395886911191046,0.051822968502529,0.917546292161569,0.404207590762526,0.0,3.56576870514546,-3.50628547498491,2.53124335629819,4.40468531842343,0.0364982367055491,0.484507284541614,gen_2036_1.ElmSym
IEEET1_gen_2037_2,401.827485263348,1.03271629759111,0.0402810732647777,0.0524027273943648,0.969091407479718,0.389862583968788,0.0,3.44836531011388,-3.63084588146303,2.57101524868049,4.48846461132634,0.0357971432867926,0.468644449732732,gen_2037_2.ElmSym
IEEET1_gen_2038_3,407.886025942862,0.956417531706393,0.039753644157201,0.0491644713771529,0.985416243707295,0.389213973190635,0.0,3.37574941099156,-3.46837447173893,2.57801142967259,4.7056665772805,0.0357284170552157,0.487643507635686,gen_2038_3.ElmSym
IEEET1_gen_2040_1,390.932028330863,1.00787441036664,0.0411939529664814,0.0482208736333996,0.965874326915946,0.395998815968633,0.0,3.37782447370701,-3.44235417169984,2.34969694597553,4.57271174623165,0.0336223193272017,0.465144142234698,gen_2040_1.ElmSym
IEEET1_gen_2041_2,414.081244729459,0.965262567345053,0.0419813838880509,0.0503218590607867,0.919735771643463,0.40369540784508,0.0,3.51958445347846,-3.33041143822484,2.45871303081047,4.35466799852438,0.0358019594831858,0.456516603733413,gen_2041_2.ElmSym
IEEET1_gen_2043_2,392.437531482428,1.02333491132595,0.0409048818945885,0.0508669690787792,0.979093183658551,0.395161772221327,0.0,3.4251384870382,-3.56763241563458,2.56849635915598,4.69812244030181,0.0338523768140003,0.455451550608035,gen_2043_2.ElmSym
IEEET1_gen_2044_3,406.41052108258,1.00664495681413,0.0389830169677734,0.04902621001238,0.96900821913965,0.404707534536719,0.0,3.36435753875412,-3.39253476578742,2.55436371241044,4.72172777687665,0.0341209556153044,0.487519563456997,gen_2044_3.ElmSym
IEEET1_gen_2045_4,385.973834898323,0.999782253755257,0.0394936690349132,0.0514701442979276,0.93895145081915,0.397975812107325,0.0,3.57955375039019,-3.62320830551907,2.39731443058094,4.63485260163434,0.0356144506689161,0.44932153756544,gen_2045_4.ElmSym
IEEET1_gen_2046_1,397.372506316751,1.04219222227111,0.0409664373677224,0.0485644403519109,0.911640298161656,0.392681347839534,0.0,3.4669303874718,-3.32822576570325,2.45518244780647,4.5817223103717,0.0351087555661798,0.470564821104985,gen_2046_1.ElmSym
IEEET1_gen_2047_2,398.872158434242,0.953359805326909,0.0405202813390642,0.0504395191650838,0.977779107242822,0.409571473263204,0.0,3.38800543288235,-3.33718699093442,2.4590305350218,4.61915339904372,0.0339394078899641,0.48809045142727,gen_2047_2.ElmSym
IEEET1_gen_2054_1,392.523700371385,0.96473806174472,0.0415799558032304,0.0480623328848742,0.929608299150132,0.391015576384962,0.0,3.58648755042814,-3.38006854329724,2.58092501348024,4.63277420250233,0.0346593823218718,0.448043765941635,gen_2054_1.ElmSym
IEEET1_gen_2055_2,405.91973926872,1.04119977173395,0.0387583396229893,0.0499163561197929,0.928827422047034,0.402289213705808,0.0,3.41879864356015,-3.44112309392076,2.37890283999639,4.61523379439022,0.0338641519288067,0.463268201969564,gen_2055_2.ElmSym
IEEET1_gen_2056_3,390.028304569423,1.04668859657831,0.041413691258058,0.0495180702954531,0.953792761324439,0.404884623531252,0.0,3.67389386869036,-3.48773371027783,2.35997742281482,4.61965187669266,0.0340266115469858,0.464851554709487,gen_2056_3.ElmSym
IEEET1_gen_2057_4,382.54095852375,1.04210666958243,0.039883849510923,0.0477625261200592,0.932117448302451,0.41095436591655,0.0,3.36530999061652,-3.35881117503159,2.56265257035568,4.49665873514023,0.0364090548546519,0.462718474337365,gen_2057_4.ElmSym
IEEET1_gen_2058_5,400.486489981413,1.03901291112415,0.0418282067235559,0.0503511190414429,0.926608040318824,0.387933052368462,0.0,3.34434466245584,-3.55525169190951,2.46172227675002,4.43361602823716,0.0353190009349491,0.488011312148068,gen_2058_5.ElmSym
IEEET1_gen_2059_6,388.680169507861,1.0346466453746,0.0396329485904425,0.0499859686475247,0.92217349374434,0.393717283979058,0.0,3.56411896354984,-3.65079473620281,2.36994137608912,4.2766207250068,0.0365194570696913,0.47578440852277,gen_2059_6.ElmSym
IEEET1_gen_2060_1,383.728675413877,0.983014913601801,0.0384425197970122,0.0506882891710848,0.970136399290059,0.389367510974407,0.0,3.50676144079771,-3.46662038876675,2.36798961380962,4.50819438281469,0.036017934407806,0.45545492861513,gen_2060_1.ElmSym
IEEET1_gen_2061_5,410.868762861937,1.04539213543758,0.0417693331930786,0.051816660054028,0.952006633458659,0.391644840929657,0.0,3.59569485548418,-3.3837300764164,2.48284554438619,4.46627956184093,0.0354390674235765,0.489229906414635,gen_2061_5.ElmSym
IEEET1_gen_2062_2,403.27639689669,0.95072250305675,0.0384007940255105,0.0500787630141713,0.991671137607191,0.419039359949529,0.0,3.64708474527579,-3.44784384395462,2.36995295084454,4.58079479956068,0.0358500506870914,0.475261743401177,gen_2062_2.ElmSym
IEEET1_gen_2069_1,416.996806114912,0.964099050825462,0.0416838119421154,0.0496336107933894,0.926219134917483,0.390359438750893,0.0,3.6342435461469,-3.64050662894733,2.59169680874795,4.56680225890595,0.0339308212790638,0.486398533835541,gen_2069_1.ElmSym
IEEET1_gen_2073_1,405.599011760205,1.02427051360719,0.0388550725150853,0.0506949485093355,0.995281305550598,0.412759588435292,0.0,3.43764743723441,-3.49191533904523,2.36560153901158,4.43433661961462,0.0364127316656522,0.488792650824878,gen_2073_1.ElmSym
IEEET1_gen_2091_1,407.141590863466,1.00551147661172,0.0389350327905268,0.0501442465232685,0.990828274511732,0.382341805528849,0.0,3.44865421706345,-3.49759932952002,2.55985817027511,4.72111640358344,0.0347391449173447,0.477925727121998,gen_2091_1.ElmSym
IEEET1_gen_2092_1,380.792346000671,1.01705838353373,0.0390289572570473,0.0520829830970615,0.982464102841914,0.399349432494491,0.0,3.52248990978114,-3.50571351798717,2.38323120318959,4.48492378487717,0.0355928004998714,0.489097518870607,gen_2092_1.ElmSym
IEEET1_gen_2093_2,413.173825014383,0.963216493325308,0.0395176306888461,0.0521235997113399,0.920602462601382,0.405476683806628,0.0,3.59920523471665,-3.45488348593935,2.37768487665523,4.64651797644328,0.0332633237580303,0.48108666439401,gen_2093_2.ElmSym
IEEET1_gen_2094_3,394.121326636523,1.0355247342959,0.0381987864617258,0.0490327524696477,0.978161793071777,0.408890851084143,0.0,3.39413177245297,-3.33344262787141,2.40652330778958,4.38146696656477,0.0336065755700693,0.486107609630562,gen_2094_3.ElmSym
IEEET1_gen_2095_4,380.564325843006,1.01242885724641,0.038646693052724,0.0478184585552663,0.996881764135323,0.388844459671527,0.0,3.48371529537253,-3.41241421275772,2.57030529223848,4.36507546675857,0.0363945472449996,0.460974497836083,gen_2095_4.ElmSym
IEEET1_gen_2322_3,413.901931364089,1.0267283950001,0.0417431047353894,0.0512133631901815,0.912471531443298,0.405731619950384,0.0,3.53386630904861,-3.63430012760218,2.56752971410379,4.61395094851032,0.035121242673602,0.461556398006622,gen_2322_3.ElmSym
IEEET1_gen_2323_4,382.978399433196,1.00934088048525,0.0407529048826545,0.0518333337828517,0.95534295455087,0.399978686124086,0.0,3.44062650753185,-3.58067264999263,2.35121091004461,4.41557089230046,0.0341554465680383,0.484605221206322,gen_2323_4.ElmSym
IEEET1_gen_2324_1,413.427283968776,0.979561888612807,0.0417153010293841,0.0523447543848306,0.976325781487394,0.419740358628333,0.0,3.66626033077482,-3.453413519077,2.46558406345453,4.36851650308818,0.0358744976080488,0.471914944258984,gen_2324_1.ElmSym
IEEET1_gen_2325_2,388.445240128785,1.03420188534074,0.0399645542725921,0.052339232689701,0.97054568284424,0.397757174707949,0.0,3.36176597233862,-3.65411814621184,2.52139213157678,4.58312605556566,0.0346297511891462,0.447817743857857,gen_2325_2.ElmSym
IEEET1_gen_3154_3,416.66912060231,0.984836864098906,0.03969843695499,0.0513346223230474,0.987407247368246,0.412477303370833,0.0,3.38501217276789,-3.45752447794657,2.36890120717464,4.54796903799288,0.0349009993087966,0.468489357481245,gen_3154_3.ElmSym
IEEET1_gen_3155_1,415.204844474792,1.04630442527123,0.0403911639004946,0.0495192532753572,0.943613087034319,0.409266445338726,0.0,3.65500785266049,-3.39008523738012,2.42855271048052,4.50258572681341,0.0362156356028281,0.492602715500165,gen_3155_1.ElmSym
IEEET1_gen_3156_2,416.132073495537,1.03616188280284,0.0399264240730554,0.0488671808037907,0.972555924826302,0.416447107624263,0.0,3.44375062349718,-3.41823915513232,2.40429033591039,4.53998813324142,0.0357899834057316,0.448544141666032,gen_3156_2.ElmSym
IEEET1_gen_3264_1,397.456749062985,1.00946802846156,0.0390338045153767,0.0495491648092866,0.954583010033239,0.381504593603313,0.0,3.57680437294766,-3.50618213089183,2.35170470401272,4.69123430249747,0.0360283695152029,0.492552586023696,gen_3264_1.ElmSym
IEEET1_gen_3295_1,385.317059196532,0.994451707135886,0.0386334586888552,0.0499262016103603,0.904723527210299,0.404953286089003,0.0,3.65341134096962,-3.43661131134722,2.54768567087594,4.3999190221075,0.0334335257105995,0.475567466142122,gen_3295_1.ElmSym
IEEET1_gen_3301_1,415.018026288599,1.00449429722503,0.0409994136355817,0.0516153795924038,0.948580555771477,0.418488314822316,0.0,3.61087056391407,-3.40791692053899,2.48317731938278,4.38581134113483,0.0351665078818332,0.452981414506678,gen_3301_1.ElmSym
IEEET1_gen_3417_1,417.550130002201,0.961130510177463,0.04184075666219,0.0520345110609196,0.919735066713765,0.401182161271572,0.0,3.35448441682383,-3.60191392905545,2.43725260577956,4.393900675443,0.0356764991055243,0.476852305043954,gen_3417_1.ElmSym
IEEET1_gen_3418_2,416.635194104165,0.969688100460917,0.0412656072694808,0.0503772973781452,0.907320404343773,0.380027518309653,0.0,3.39290829254314,-3.59608230835292,2.44125672848243,4.54065428855829,0.0346839474369772,0.464812360503711,gen_3418_2.ElmSym
