elm_loc_name,elm_Ks1,elm_Ks2,elm_Ks3,elm_M,elm_N,elm_Ts1,elm_Ts10,elm_Ts11,elm_Ts2,elm_Ts3,elm_Ts4,elm_T6,elm_T7,elm_T8,elm_T9,elm_Tw1,elm_Tw2,elm_Tw3,elm_Tw4,elm_VS1max,elm_VS1min,elm_VS2max,elm_VS2min,elm_Vstmax,elm_Vstmin,elm_elm_Ic1,elm_elm_Ic2,elm_elm_IPB,con_gen
PSS2B_gen_1002_1,10.4337981743738,0.434443097719923,0.96834445069544,5,1,0.104593691164628,0,0,0.0190704614212736,0.156537860892713,0.0190952399885282,0.0,5.18339069932699,0.522349490458146,0.103224895680323,5.071482577594,5.14742544689216,4.85358806676231,0.0,96.259390635509,-100.843783211941,102.952798857121,-98.7872100340202,0.0487277482380159,-0.0475659922300838,1,3,1,gen_1002_1.ElmSym
PSS2B_gen_1003_2,9.86215621652082,0.447502308237925,0.953631049953401,5,1,0.0997049295250326,0,0,0.020040499150753,0.148587151381653,0.0190052788192406,0.0,4.95553077594377,0.484058057237416,0.102012168671936,4.92432576464489,4.81663638725877,5.16680250945501,0.0,103.595425944217,-94.9508667017799,101.759413934173,-100.667890658649,0.0488451134599745,-0.0506982237542979,1,3,1,gen_1003_2.ElmSym
PSS2B_gen_1004_3,10.4159854305908,0.465511583111063,0.951700011827052,5,1,0.0970139443362132,0,0,0.0204163272362202,0.153288593811449,0.0194505471307784,0.0,4.94803444040008,0.513440499245189,0.0970223741559312,5.1964588095434,5.02898830338381,4.8708392647095,0.0,100.740053739538,-96.0075342344586,100.714333256101,-95.6700135621708,0.0475414353329688,-0.0486065615690313,1,3,1,gen_1004_3.ElmSym
PSS2B_gen_1005_4,9.59354156814516,0.453859160653129,1.02930419328623,5,1,0.0994915261026472,0,0,0.0199089139970019,0.145678360608872,0.0208413586374372,0.0,4.81657053576782,0.490036810096353,0.103545239381492,4.75668684160337,4.92299183504656,4.83079956215806,0.0,102.704846723098,-103.926044016564,97.6895833516493,-96.0669687181245,0.0478229659679346,-0.0491517520882189,1,3,1,gen_1005_4.ElmSym
PSS2B_gen_1012_1,10.1938109789044,0.455264725222439,0.979036140069365,5,1,0.104225924094208,0,0,0.0197442890489474,0.148567452239804,0.0205933559648693,0.0,4.86256224266253,0.491237070807256,0.103180855819955,4.90294593432918,5.10642872913741,5.08923104614951,0.0,100.033710117638,-98.0663641547318,95.8258568285499,-102.434130450245,0.0513346657622606,-0.0509171130205505,1,3,1,gen_1012_1.ElmSym
PSS2B_gen_1013_1,10.4188218088821,0.450583076741919,0.977327929018065,5,1,0.102260952601209,0,0,0.020925753085874,0.150816512263846,0.0203524233475327,0.0,5.08905236795545,0.521349614509381,0.0950039723515511,5.02240552497096,5.24317150539718,4.91286900476553,0.0,101.260119511513,-101.274990729382,94.0937464392744,-101.448502714466,0.052431792600546,-0.0479515596898273,1,3,1,gen_1013_1.ElmSym
PSS2B_gen_1014_1,10.2263019094244,0.446510768066347,1.04419297203422,5,1,0.0966591927409172,0,0,0.0196139689814299,0.152097533808555,0.0203742076139897,0.0,5.16141834342852,0.48947682522703,0.102296771947294,5.09868702432141,5.1956097886432,4.85955132823437,0.0,98.7758856524248,-103.167226523766,103.810750555387,-103.81057529985,0.0476707818289287,-0.0507844606647268,1,3,1,gen_1014_1.ElmSym
PSS2B_gen_1017_1,10.3338462067768,0.470348783156276,0.986960728792474,5,1,0.104285520268604,0,0,0.0196725700339302,0.151302189140115,0.0205673435898498,0.0,4.93336711497977,0.52339818412438,0.10334990516305,4.91003471356817,4.91991457971744,4.96080093667842,0.0,102.231913783215,-102.73251351295,102.503013215493,-95.5911527149379,0.0515103040100075,-0.0516651516407728,1,3,1,gen_1017_1.ElmSym
PSS2B_gen_1018_2,10.352999992203,0.44834948229678,0.97076443717815,5,1,0.102503051869571,0,0,0.0206537069212645,0.150438015754335,0.0200659716269001,0.0,4.99141372158192,0.522551410971209,0.0968981322133914,4.89958578627557,4.80130036384799,4.95059878542088,0.0,103.524766706675,-100.800028566783,95.3651279409416,-102.195275625726,0.0516099981521256,-0.0504872197471559,1,3,1,gen_1018_2.ElmSym
PSS2B_gen_1019_3,9.83361389767379,0.460028535760939,1.02813734742813,5,1,0.0976005327003077,0,0,0.0190683316485956,0.154564192481339,0.0206009059771895,0.0,5.22585303196684,0.491951364628039,0.0965653036534786,5.04597358498722,4.81254544714466,4.78880816185847,0.0,102.572013790486,-103.297989351768,102.456031145761,-97.7610425383318,0.0491227637580596,-0.0505168282845989,1,3,1,gen_1019_3.ElmSym
PSS2B_gen_1020_4,10.1739751836285,0.440499774250388,1.01915948959067,5,1,0.103747523422353,0,0,0.0205559514733031,0.155976402168162,0.0202258348586038,0.0,4.85902185062878,0.483956124633551,0.099994816086255,5.21694561000913,4.87199505092576,4.87712125154212,0.0,96.2448092236183,-97.0651143212803,97.0177416238468,-100.967144393222,0.0492695715138689,-0.048935860551428,1,3,1,gen_1020_4.ElmSym
PSS2B_gen_1022_1,9.74039251403883,0.444031055987254,0.974300656188279,5,1,0.0956810838589445,0,0,0.0193829281060025,0.154149642675184,0.0197730487221852,0.0,5.09099571080878,0.520112066692673,0.096598045793362,4.79859652440064,4.76278975349851,4.92991651804186,0.0,101.298874593247,-97.207596759405,97.7302444572095,-97.6806365463417,0.0523421539319679,-0.0484631940093823,1,3,1,gen_1022_1.ElmSym
PSS2B_gen_1030_4,9.94333905214444,0.464796356688067,1.01529922191985,5,1,0.0980106043675914,0,0,0.0199627554053441,0.14855029726401,0.0190214604903013,0.0,5.11786174401641,0.48295719132293,0.103974725692533,5.22632127255201,5.12807890423574,4.99432451021858,0.0,94.2080185538158,-97.7539134836756,103.192314554891,-94.9839499922935,0.048251585084945,-0.0511672315117903,1,3,1,gen_1030_4.ElmSym
PSS2B_gen_1031_1,10.4466949803755,0.472286083978415,0.962764524295926,5,1,0.103239820045419,0,0,0.0204068703288212,0.148650108855218,0.020892563755624,0.0,5.07957412069663,0.488956753606908,0.101522705485113,4.96131028211676,5.1705497156363,5.24771967320703,0.0,99.145840857178,-98.4863748136908,103.944442178356,-99.7700900390278,0.0519586395379156,-0.0485615460039116,1,3,1,gen_1031_1.ElmSym
PSS2B_gen_1038_1,9.76477779773995,0.462550840008259,1.03989951200783,5,1,0.0989662034390494,0,0,0.0203287688540295,0.152066028336994,0.0197134132450447,0.0,4.8956666928716,0.49565317959059,0.0994464022247121,4.98274431540631,5.2458427187521,4.93189691402949,0.0,98.6218380545732,-97.2319019492716,95.4110016540158,-101.170843194891,0.0477743405778892,-0.0511613477068022,1,3,1,gen_1038_1.ElmSym
PSS2B_gen_1039_2,10.4249594323337,0.472272476643696,1.04659852017649,5,1,0.10310436243657,0,0,0.0192849255856127,0.153014120282605,0.0191938310125843,0.0,4.9514758514706,0.508427999168634,0.103202157737687,4.8452093701344,5.09708372876048,4.86485504545271,0.0,103.771437722538,-94.9892253517639,98.8058663814794,-99.5026100881398,0.048561440713238,-0.0514723624405451,1,3,1,gen_1039_2.ElmSym
PSS2B_gen_1040_3,10.4664538265206,0.450278338083252,1.01840198757127,5,1,0.0983049490815028,0,0,0.0191063553271815,0.148360462859273,0.0206481328168884,0.0,4.78906177449971,0.51763670083601,0.102293612207286,4.93520119716413,5.18646796350367,4.87716852943413,0.0,94.9826092062984,-95.767709677387,94.3509785282426,-98.42643688065,0.0475857714866288,-0.0480364807113074,1,3,1,gen_1040_3.ElmSym
PSS2B_gen_1041_4,9.87031521042809,0.477379210244492,1.01274963011965,5,1,0.10231906354893,0,0,0.019161917434074,0.144767151991837,0.020502097979188,0.0,5.19631453440525,0.520998156652786,0.100148416329175,4.89147663651966,4.79617457441054,5.21324351755902,0.0,103.86731780665,-98.4069770804141,99.6936126873828,-98.2391821802594,0.0480143382702954,-0.0490288165770471,1,3,1,gen_1041_4.ElmSym
PSS2B_gen_1042_5,9.80012275883928,0.45031410943754,1.00550141525455,5,1,0.101634450447746,0,0,0.0209827976254746,0.146055059961509,0.02006467530597,0.0,5.16966764070094,0.48649521144107,0.100530133065768,5.21015827497467,4.86566188302822,5.2239118644502,0.0,103.30738433199,-94.7925862465985,97.9365126223303,-97.2316577873658,0.0518099037255161,-0.0521933463728055,1,3,1,gen_1042_5.ElmSym
PSS2B_gen_1043_6,9.50278255296871,0.435336359449849,1.01353485621512,5,1,0.099874300933443,0,0,0.020658694007434,0.147493655704893,0.0206318080415949,0.0,4.92728397389874,0.524459640472196,0.0956788671854883,4.98761686286889,4.89746745675802,5.0405813138932,0.0,97.0859973720275,-94.6902421900537,94.6953036617953,-101.451367259212,0.0494158218661323,-0.0504407538147643,1,3,1,gen_1043_6.ElmSym
PSS2B_gen_1044_1,9.66111249942333,0.473740613298118,1.04583242735825,5,1,0.0981483108457178,0,0,0.0199307348774746,0.144892856958322,0.0191974082970992,0.0,5.14011784270406,0.517724941438064,0.10440324395895,4.78182427352294,4.98759443149902,4.86877715750597,0.0,97.5587038203143,-95.0819220234174,96.6943601170555,-103.220584182115,0.0506928787264042,-0.0480745097110048,1,3,1,gen_1044_1.ElmSym
PSS2B_gen_1058_1,10.3107956787571,0.457485478694737,0.952233040193096,5,1,0.102995039927773,0,0,0.019525543011725,0.150127856489271,0.0203168735364452,0.0,4.85239392681979,0.47724958427716,0.0991930519323796,4.86076762829907,5.16706788097508,5.21953403367661,0.0,103.923747291276,-102.463405828318,97.8972189903259,-96.2774754662532,0.0498768173577264,-0.050815480586607,1,3,1,gen_1058_1.ElmSym
PSS2B_gen_1059_1,9.66368052223697,0.471324852080271,1.00126549019478,5,1,0.0965995607338846,0,0,0.0202333963569254,0.147537964798976,0.0199369234405458,0.0,4.88334657647647,0.518031824333593,0.100285648349673,5.12890265649185,4.97136477893218,5.2297177661676,0.0,100.916763981432,-97.9478173605166,95.4076056169812,-98.9228146281559,0.0491121395584196,-0.0496395705966279,1,3,1,gen_1059_1.ElmSym
PSS2B_gen_1060_2,9.92029561521485,0.473649482272938,0.996296150330454,5,1,0.0973612011689693,0,0,0.0208782542925328,0.152514158673584,0.0198695475198328,0.0,4.91851245844737,0.509280681051314,0.0992521334718913,4.96014569234103,5.22681502485648,5.17979782517068,0.0,100.393265393469,-94.175405276008,101.862699804828,-97.1216405292973,0.0490042195259593,-0.0493116734991781,1,3,1,gen_1060_2.ElmSym
PSS2B_gen_1067_1,10.2719843843952,0.475566141373292,0.99972583707422,5,1,0.0961561651853844,0,0,0.0192991142831743,0.155008205662016,0.0206024440266192,0.0,5.01028506900184,0.501082091103308,0.0984127285005525,5.11442854534835,5.16229717782699,4.96883573289961,0.0,96.8479737850372,-94.4579552069306,94.7480211967137,-97.2141663341783,0.0511838654032908,-0.0518786001391709,1,3,1,gen_1067_1.ElmSym
PSS2B_gen_1068_2,9.87229224573821,0.435855550925061,0.972921000188216,5,1,0.102233447865583,0,0,0.0191385954869911,0.15713669153396,0.0196522665116936,0.0,4.76797133125365,0.491873559891246,0.0983920153370127,5.06369840959087,4.97659182013012,4.76234174962156,0.0,99.7411358705722,-98.2996408365201,97.7621610278729,-97.4884975890163,0.048386897763703,-0.0485206750035286,1,3,1,gen_1068_2.ElmSym
PSS2B_gen_1069_1,24.7588730824646,0.185113812708501,0.0,0,0,0.476081641670316,0,0,0.155073342968244,0.0984693528246134,0.0776839700490236,0.0,1.92814185516909,0.0,0.00976242714328691,0.00992356444336474,0.0,3.04483452429995,3.02292854706757,100.29582341169,-102.934118283866,102.245548028732,-96.4601943508722,0.104129288918339,-0.10482699432876,1,3,1,gen_1069_1.ElmSym
PSS2B_gen_1070_1,24.9916136707179,0.186400536843836,0.0,0,0,0.520439077960327,0,0,0.143609361047857,0.0957276930008084,0.0832969901636243,0.0,2.02602922553197,0.0,0.00988194719608873,0.0102530776672065,0.0,3.02027708860114,3.02343022436835,95.5679330942687,-97.6821622044314,103.902865462191,-98.0900867729913,0.0968449787143618,-0.102866758666933,1,3,1,gen_1070_1.ElmSym
PSS2B_gen_1071_1,26.0613112768624,0.190879321349729,0.0,0,0,0.501153872394934,0,0,0.1458779433975,0.0973572651902214,0.081217999920249,0.0,2.02201537387446,0.0,0.00997247039945796,0.00987927923258394,0.0,2.88760681939311,3.0275029651355,95.4027262697462,-94.1102177997585,98.051496034814,-98.3829578102566,0.0957744801742956,-0.0977839449001476,1,3,1,gen_1071_1.ElmSym
PSS2B_gen_1072_1,25.2873736270703,0.189428174440321,0.0,0,0,0.496909722243436,0,0,0.143278975635767,0.0988812751928344,0.0822286791503429,0.0,1.93601122060791,0.0,0.00957376316888258,0.00951892541022971,0.0,2.990668749623,3.03330980082974,102.669594852766,-97.6109737611841,94.725421276968,-95.9420524804853,0.0975740963499993,-0.103533661277033,1,3,1,gen_1072_1.ElmSym
PSS2B_gen_1074_2,9.9734414643608,0.461243983574957,1.01224175328389,5,1,0.100414903648198,0,0,0.02052988314908,0.14884449820267,0.0201244184887037,0.0,4.78036913950928,0.481623203586787,0.0968013394065201,4.80187111790292,5.0135194985196,4.97283227439038,0.0,98.4430098742247,-103.440541254077,101.539920075098,-99.5746849834453,0.0511495782947168,-0.047980084407609,1,3,1,gen_1074_2.ElmSym
PSS2B_gen_1075_3,10.1405490413308,0.474486576584727,1.00860243355855,5,1,0.104277381799184,0,0,0.0201407602233812,0.152265336639248,0.0195696233790368,0.0,5.21390289044939,0.488295633671805,0.0972416183864698,4.82399281463586,4.82257352839224,5.21763144480064,0.0,101.191047826549,-103.033259708667,94.8840124492999,-95.5122995941434,0.0504903158638626,-0.0521410948736593,1,3,1,gen_1075_3.ElmSym
PSS2B_gen_1078_6,9.95078903483227,0.434100331599265,1.04834120511077,5,1,0.104013470890932,0,0,0.0205863431124017,0.150068393542897,0.0208102751951665,0.0,5.17172420024872,0.515105352574028,0.0966435751970857,4.90318412240595,4.88825263478793,4.79809972783551,0.0,103.282673743833,-103.69628458838,100.4911828693,-96.9698136047926,0.0493244916805997,-0.0490148688806221,1,3,1,gen_1078_6.ElmSym
PSS2B_gen_1079_7,10.0894334381446,0.437519137059152,0.997476242668927,5,1,0.0992963874293491,0,0,0.0199996706750244,0.157207820168696,0.0208445709226653,0.0,5.22724483534694,0.492707810364664,0.0978919542161748,5.20765000465326,5.10433857818134,5.0250436719507,0.0,96.147532539675,-95.6550048957579,95.9373297595885,-100.607115909923,0.050442817658186,-0.049077154903207,1,3,1,gen_1079_7.ElmSym
PSS2B_gen_1080_8,10.1750144646503,0.47691849540174,1.01610606843606,5,1,0.103981247832999,0,0,0.0196083455039188,0.153150158801582,0.0200212055612355,0.0,4.83607890689746,0.509416575706564,0.0953347668517381,5.01171549595892,4.82765253121033,4.83873185329139,0.0,103.721711978875,-97.7611545762978,95.1536689646076,-99.971846743254,0.0515268330741674,-0.0503219085768797,1,3,1,gen_1080_8.ElmSym
PSS2B_gen_1081_5,9.74016027478501,0.460618584994599,1.02522299671546,5,1,0.0967754571093246,0,0,0.0200781682105735,0.153137818013784,0.020330286744982,0.0,5.0537529385183,0.491738882893696,0.0982836308749393,5.20454531768337,5.12220007227734,4.88264117925428,0.0,99.542109623272,-100.624253578903,99.9041473262943,-101.390957321925,0.0523398762894794,-0.0515591813391075,1,3,1,gen_1081_5.ElmSym
PSS2B_gen_1082_6,9.7063129064627,0.466560582565516,1.02845197874121,5,1,0.100392947988585,0,0,0.0205987195596099,0.156309471738059,0.0209802395841107,0.0,5.20731212105602,0.501029470702633,0.0979982121940702,4.78277353523299,5.07697822176851,5.07210284890607,0.0,95.2584346141666,-99.8222450652625,96.0064758645371,-95.4296775342431,0.0511597507377155,-0.0503207712573931,1,3,1,gen_1082_6.ElmSym
PSS2B_gen_1084_1,9.50157926185057,0.470383443454653,0.984581846185029,5,1,0.0972714329790324,0,0,0.0206914978111163,0.153130014804192,0.0195644294749945,0.0,4.79839103459381,0.483429578621872,0.098482853085734,5.14565823483281,4.86721486807801,5.19849472003989,0.0,102.413435429474,-100.372670378443,102.312936968263,-100.422143892618,0.0521121210791171,-0.0489870122051798,1,3,1,gen_1084_1.ElmSym
PSS2B_gen_1085_2,10.1808824203908,0.46475180653967,1.01403261437081,5,1,0.102707785107195,0,0,0.020006633377634,0.155277019164059,0.019035233781673,0.0,4.8518204386346,0.516046966426075,0.103575916346163,4.83709964691661,4.81954121333547,4.78338660509326,0.0,96.4691417508758,-98.8672494673636,103.946868044883,-95.5361193875782,0.0492103100335225,-0.0489657910820097,1,3,1,gen_1085_2.ElmSym
PSS2B_gen_2003_7,4.07804446797818,0.240593536386732,0.979696764424443,5,1,0.123751824131235,0,0,0.0412903270665556,0.282873534834012,0.0417570458613336,9.64784757280722e-5,2.5287865094142,0.203065832881257,0.100541025372222,2.48695232102182,2.38859067042358,2.5320945282001,0.0,97.9163038831204,-94.1618382818531,98.8313513745088,-98.8781238530762,0.0479871082748286,-0.048984165424481,1,3,1,gen_2003_7.ElmSym
PSS2B_gen_2004_8,4.13477877434343,0.238359290977474,1.04805105556734,5,1,0.121130950899795,0,0,0.0384232634603977,0.28748515044339,0.0411434023007751,9.9984386251308e-5,2.52393070270773,0.200474875625223,0.0969838745705783,2.48161453776993,2.50447241379879,2.48446118587162,0.0,94.9988307252992,-101.997500669584,101.033195976634,-98.7792066425085,0.0475104574090801,-0.049088857260067,1,3,1,gen_2004_8.ElmSym
PSS2B_gen_2010_1,9.91948892641813,0.458361580403522,0.965542001929134,5,1,0.100601481068879,0,0,0.0195305062262341,0.15234520472819,0.0199829453034326,0.0,5.12431041942909,0.500206813937984,0.100513871051371,4.86536792642437,5.10004737018607,4.87607109127566,0.0,100.279897097033,-102.270994882844,98.4290205813479,-97.401736043673,0.0503305742959492,-0.0496582920220681,1,3,1,gen_2010_1.ElmSym
PSS2B_gen_2011_2,9.70658679585904,0.451812099699676,0.964247249439359,5,1,0.0951700768433511,0,0,0.0199716902999207,0.155147445418406,0.0197430468630046,0.0,4.99661599192768,0.497194432024844,0.0951751097012311,4.94790883455426,4.99303365708329,4.79721209662966,0.0,97.0176365654916,-96.8323522636201,102.109844041988,-101.793680139631,0.052039231758099,-0.051706014983356,1,3,1,gen_2011_2.ElmSym
PSS2B_gen_2012_1,9.89890317851678,0.460341224678233,1.03074090457521,5,1,0.104096295232885,0,0,0.0206827353648841,0.149375748478342,0.0208928791340441,0.0,4.91479291091673,0.477492234646343,0.100705924076028,4.89707031100988,5.01434355718084,4.88200881774537,0.0,97.3603071578778,-99.4822731112596,94.882130545238,-102.329302998399,0.0522065659542568,-0.0505540664750151,1,3,1,gen_2012_1.ElmSym
PSS2B_gen_2014_1,9.90784678701311,0.47700586604923,1.02724664444104,5,1,0.0967260858323425,0,0,0.0205610060896724,0.156917190633249,0.0193568924479187,0.0,4.97257483983412,0.516143001476303,0.0969191042240709,4.97834815643728,5.20944829680957,4.95982172037475,0.0,96.4425183575135,-97.7107822874095,98.9141318817157,-101.785563460831,0.0488952557113953,-0.0482623891974799,1,3,1,gen_2014_1.ElmSym
PSS2B_gen_2015_1,9.84213128127158,0.435698434615508,0.957129358500242,5,1,0.10079923002515,0,0,0.0209127585729584,0.14328028593678,0.0199910910241306,0.0,4.86244172393344,0.49465508738067,0.10261517974548,4.82274855254218,4.83162835496478,5.20987130189314,0.0,94.6194325635675,-99.6575002734549,96.0115270005539,-96.358183107432,0.0503720625117421,-0.0502013403573073,1,3,1,gen_2015_1.ElmSym
PSS2B_gen_2016_2,10.1918899500743,0.470230278375372,1.03754790597595,5,1,0.0959377341764048,0,0,0.0204956210982054,0.151621942436323,0.0194268631311134,0.0,4.87445683847182,0.496571815153584,0.101653790767305,5.03632879769429,5.1817642103415,4.92696484201588,0.0,101.779748237226,-97.3492173861712,103.399256837927,-103.170906193927,0.0523601541947573,-0.0495945398905314,1,3,1,gen_2016_2.ElmSym
PSS2B_gen_2021_14,10.1138851027936,0.437521560194716,0.967116667469963,5,1,0.101667650789022,0,0,0.0200461338115856,0.145686232144944,0.0205562456399202,0.0,5.18211415410042,0.508619371522218,0.0973276480520144,5.12622389383614,5.09484952362254,5.13496764539741,0.0,99.530102627445,-96.8688125101849,102.250507931923,-97.1293296308722,0.0502383131464012,-0.0508153074723668,1,3,1,gen_2021_14.ElmSym
PSS2B_gen_2024_2,9.72547658160329,0.466044294287637,0.95766353844665,5,1,0.102904576123692,0,0,0.0203398416545242,0.153055817303248,0.020227830838412,0.0,5.15922070085071,0.5236362246098,0.103872515787371,5.12681326060556,5.03450930607505,4.76340671442449,0.0,101.433160930686,-99.357193424413,94.7656291550025,-100.628599239467,0.0492679160204716,-0.0523233492858708,1,3,1,gen_2024_2.ElmSym
PSS2B_gen_2028_6,9.70040190732107,0.47616224274449,1.01198629904538,5,1,0.0982855825778097,0,0,0.0194258794169873,0.149221782130189,0.0201191696096212,0.0,5.08085084264167,0.479777807719074,0.0995303317531943,4.85894515458494,5.12076138658449,5.03149795904756,0.0,94.7408830003347,-103.2713121315,97.8673714501318,-102.041000531288,0.0480366318696178,-0.0504902343545109,1,3,1,gen_2028_6.ElmSym
PSS2B_gen_2030_8,10.0415239110589,0.461952712367848,0.981069740559906,5,1,0.101139372014441,0,0,0.0199036764241755,0.153484149584547,0.019290204918012,0.0,4.98316192324273,0.509465388581157,0.0998885767767206,5.08948149508797,4.83626566152088,5.12987901479937,0.0,103.260921468772,-95.9313571213279,100.276376109291,-96.6686281038914,0.0496592206368223,-0.0508274550107308,1,3,1,gen_2030_8.ElmSym
PSS2B_gen_2036_1,10.2154630268924,0.434149761632457,1.00143637186848,5,1,0.0954945345735177,0,0,0.0201208766540512,0.143055138308555,0.0202451559659094,0.0,4.75352574232966,0.50146961377468,0.099938805247657,5.12493858463131,4.99251446453854,4.97014711843804,0.0,103.748072959157,-103.223077336885,96.6334749300498,-103.546821253281,0.0517733218357898,-0.0477318972954527,1,3,1,gen_2036_1.ElmSym
PSS2B_gen_2037_2,10.3917512660846,0.471223145129532,1.04745368678123,5,1,0.10180772062391,0,0,0.0190002588974312,0.14743312146049,0.0202655745316297,0.0,5.24456547247246,0.500230374536477,0.09637563099619,5.16267826547846,4.8026149366051,5.23409090843052,0.0,99.1642213993706,-100.482939294353,102.892873606319,-100.750235991273,0.0485635024309158,-0.0519205361139029,1,3,1,gen_2037_2.ElmSym
PSS2B_gen_2038_3,9.91825059708208,0.448491035627201,0.984476475557312,5,1,0.103889967058785,0,0,0.0202279548253864,0.154745997434948,0.0198170765163377,0.0,4.93554608826526,0.517683638050221,0.104478405192494,5.10692490357906,5.02780778636224,4.99792370968498,0.0,94.8194220893551,-99.376059233956,98.2950192877091,-99.3725008356851,0.0508967065066099,-0.0510801993031055,1,3,1,gen_2038_3.ElmSym
PSS2B_gen_2040_1,10.2095683165826,0.474338196282461,1.04431100538932,5,1,0.0961430272134021,0,0,0.0195786454547197,0.146275955128949,0.019938598420471,0.0,4.76299063488841,0.491273059160449,0.100104828034528,4.89278240990825,4.87322744517587,4.98662301292643,0.0,103.046825365908,-97.9340686982497,102.919860317465,-100.141253767535,0.051082024439238,-0.0515085651981644,1,3,1,gen_2040_1.ElmSym
PSS2B_gen_2041_2,9.59254657849669,0.440344119339064,1.00902750780806,5,1,0.104341866821051,0,0,0.020122503564693,0.151991945800837,0.0203804186778143,0.0,4.97467159829102,0.522618921869434,0.102442011111416,4.82693776348606,4.97111738217063,4.93927105516195,0.0,94.4901963479351,-96.9398740849458,99.6323498176876,-98.6037015267648,0.050964076067321,-0.0478869008948095,1,3,1,gen_2041_2.ElmSym
PSS2B_gen_2043_2,10.3014221540652,0.43446302786395,0.98376238537021,5,1,0.104566314173862,0,0,0.0204586959406734,0.151088507871609,0.019320484617725,0.0,5.21703731664456,0.501362328068353,0.100232535307296,5.03294337820262,5.07247070129961,4.96505120093934,0.0,102.087543627759,-98.2640564619563,98.1934713355266,-95.7460852158721,0.0524914241652004,-0.0523107405845076,1,3,1,gen_2043_2.ElmSym
PSS2B_gen_2044_3,9.93335772305727,0.472114722630009,1.01401146803983,5,1,0.104743889695965,0,0,0.0207804481238127,0.154218655773438,0.0195532854925841,0.0,4.80198902962729,0.499704562174156,0.104213600377552,5.21602409076877,4.91242722142488,4.96413835859858,0.0,101.024398052786,-101.203295342345,98.8639787083492,-99.824040332716,0.0517212893627584,-0.0501661151484586,1,3,1,gen_2044_3.ElmSym
PSS2B_gen_2045_4,10.4249399108812,0.44225750795491,0.986595614766702,5,1,0.103780761794187,0,0,0.019768504393287,0.153563683612738,0.0208186016371474,0.0,5.24801481771283,0.477777580358088,0.104184522680007,5.24361792067066,5.0280292420648,4.90382262552157,0.0,96.3203777091578,-101.453159645386,98.4264964977745,-97.2475636795163,0.0502727956348099,-0.0497118361410685,1,3,1,gen_2045_4.ElmSym
